;course;daytime/evening attendance;previous qualification (grade);displaced;tuition fees up to date;scholarship holder;curricular units 1st sem (evaluations);curricular units 1st sem (grade);unemployment rate;inflation rate;gdp;target
964;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Low Failure;High;Low;Medium;Graduate
965;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Basic;Low;Medium;High;Graduate
966;Ciencias Exactas;No;Basic;No;No;No;Very Low;Failure;High;Low;Medium;Dropout
967;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Failure;High;Low;Medium;Dropout
968;Ciencias Exactas;No;Basic;Yes;No;No;Very Low;Failure;Low;Medium;Medium;Dropout
969;Ciencias Exactas;Yes;Basic;No;Yes;No;Very Low;Low Failure;Superior;Medium;Very Low;Enrolled
970;Diseno;Yes;Basic;No;Yes;No;Very Low;Basic;Low;Medium;Medium;Graduate
971;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Very Low;Failure;Low;Medium;Medium;Dropout
972;Ciencias Exactas;Yes;Basic;No;No;No;Low;Failure;Low;Low;Very Low;Dropout
973;Ciencias Sociales;Yes;Low Failure;No;Yes;No;Very Low;Satisfactory;High;Low;Medium;Graduate
974;Ciencias Exactas;No;Satisfactory;No;Yes;No;Low;Basic;Superior;Low;Low;Graduate
975;Ciencias Exactas;Yes;Basic;Yes;No;No;Low;Low Failure;Low;Medium;High;Enrolled
976;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Medium;Medium;Graduate
977;Ciencias de la Salud;Yes;Basic;No;Yes;Yes;Very Low;Low Failure;Medium;Medium;Medium;Graduate
978;Ciencias Exactas;No;Basic;Yes;No;No;Very Low;Low Failure;Medium;Medium;Medium;Dropout
979;Ciencias Agrarias;Yes;Basic;No;Yes;No;Medium Low;Low Failure;Superior;Medium;Very Low;Graduate
980;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Low;Low Failure;Low;Medium;Medium;Dropout
981;Ciencias Exactas;No;Low Failure;No;Yes;Yes;Low;Low Failure;Low;Medium;High;Enrolled
982;Ciencias Sociales;Yes;Basic;No;Yes;No;Very Low;Low Failure;High;High;Low;Graduate
983;Ciencias Exactas;No;Basic;No;Yes;No;Low;Low Failure;High;Low;Medium;Enrolled
984;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Failure;Low;Medium;Medium;Dropout
985;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Basic;High;High;Low;Graduate
986;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Satisfactory;Superior;Low;Low;Graduate
987;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Low Failure;Low;Medium;Medium;Dropout
988;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Low Failure;Medium;Low;High;Dropout
989;Ciencias de la Salud;Yes;Basic;Yes;No;No;Low;Basic;High;Low;Medium;Dropout
990;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Very Low;Satisfactory;Superior;Low;Low;Graduate
991;Ciencias Agrarias;Yes;Basic;Yes;Yes;No;Low;Low Failure;High;Low;Medium;Graduate
992;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Low Failure;Medium;Low;High;Dropout
993;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Satisfactory;High;Low;Medium;Graduate
994;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Basic;High;High;Low;Graduate
995;Ciencias Sociales;No;Basic;No;Yes;Yes;Very Low;Satisfactory;High;High;Low;Graduate
996;Ciencias de la Salud;Yes;Low Failure;Yes;Yes;Yes;Low;Satisfactory;High;Low;Medium;Enrolled
997;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;High;Low;Medium;Enrolled
998;Ciencias Sociales;Yes;Low Failure;Yes;Yes;No;Low;Basic;Medium;Low;High;Graduate
999;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Medium;Medium;Dropout
1000;Diseno;Yes;Basic;No;Yes;No;Very Low;Failure;Superior;Medium;Very Low;Dropout
1001;Diseno;Yes;Low Failure;Yes;No;No;Very Low;Failure;Low;Medium;High;Dropout
1002;Diseno;Yes;Satisfactory;Yes;Yes;No;Very Low;Failure;Medium;Low;High;Graduate
1003;Ciencias Exactas;Yes;Basic;Yes;Yes;Yes;Low;Low Failure;High;Low;Medium;Graduate
1004;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Superior;Medium;Low;High;Dropout
1005;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;High;High;Low;Graduate
1006;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Satisfactory;High;High;Low;Graduate
1007;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Medium;High;Graduate
1008;Ciencias de la Salud;Yes;Satisfactory;No;Yes;Yes;Low;Satisfactory;High;High;Low;Graduate
1009;Diseno;Yes;Basic;Yes;Yes;No;Low;Basic;Medium;Low;High;Graduate
1010;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Superior;Medium;Very Low;Graduate
1011;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Low Failure;Superior;Low;Low;Graduate
1012;Ciencias Exactas;Yes;Basic;No;Yes;Yes;Very Low;Satisfactory;High;High;Low;Graduate
1013;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Failure;Medium;Low;High;Dropout
1014;Ciencias Exactas;Yes;Low Failure;Yes;Yes;Yes;Very Low;Low Failure;Low;Medium;High;Graduate
1015;Ciencias Sociales;Yes;Low Failure;Yes;Yes;No;Very Low;Basic;High;Low;Medium;Graduate
1016;Ciencias Exactas;Yes;Basic;Yes;Yes;Yes;Very Low;Low Failure;Medium;Low;High;Dropout
1017;Diseno;Yes;Basic;No;Yes;Yes;Low;Basic;Medium;Low;High;Graduate
1018;Diseno;Yes;Low Failure;Yes;No;Yes;Very Low;Low Failure;High;High;Low;Dropout
1019;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Low Failure;Superior;Medium;Very Low;Graduate
1020;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;Low;Low;Very Low;Graduate
1021;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Low;Low Failure;Medium;Low;High;Graduate
1022;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Low Failure;Medium;Medium;Medium;Graduate
1023;Diseno;Yes;Low Failure;No;Yes;No;Very Low;Satisfactory;Medium;Low;High;Graduate
1024;Ciencias Sociales;Yes;Low Failure;Yes;Yes;No;Very Low;Basic;Low;Medium;High;Graduate
1025;Ciencias de la Salud;Yes;Basic;No;No;No;Low;Low Failure;Low;Medium;Medium;Dropout
1026;Ciencias de la Salud;Yes;Basic;No;Yes;No;Very Low;Satisfactory;Low;Medium;Medium;Graduate
1027;Ciencias Sociales;Yes;Basic;No;Yes;Yes;Low;Low Failure;Low;Medium;High;Graduate
1028;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;High;Low;Medium;Graduate
1029;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;High;High;Low;Graduate
1030;Ciencias Exactas;Yes;Basic;Yes;Yes;Yes;Low;Low Failure;High;Low;Medium;Graduate
1031;Ciencias Sociales;Yes;Basic;No;Yes;Yes;Low;Low Failure;Superior;Medium;Very Low;Enrolled
1032;Ciencias Sociales;Yes;Basic;No;Yes;No;Very Low;Basic;High;Low;Medium;Graduate
1033;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Medium;Medium;Medium;Graduate
1034;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Basic;High;Low;Medium;Dropout
1035;Diseno;Yes;Basic;No;Yes;Yes;Very Low;Satisfactory;Medium;Low;High;Enrolled
1036;Ciencias Sociales;Yes;Basic;No;Yes;No;Very Low;Failure;Medium;Low;High;Dropout
1037;Ciencias Sociales;Yes;Basic;No;Yes;No;Very Low;Basic;Medium;Medium;Medium;Graduate
1038;Ciencias de la Salud;Yes;Low Failure;Yes;Yes;Yes;Very Low;Low Failure;High;Low;Medium;Graduate
1039;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Basic;Superior;Medium;Very Low;Enrolled
1040;Diseno;Yes;Basic;Yes;Yes;No;Low;Low Failure;Superior;Low;Low;Graduate
1041;Ciencias de la Salud;Yes;Basic;No;Yes;Yes;Low;Basic;Medium;Medium;Medium;Graduate
1042;Diseno;Yes;Basic;No;Yes;No;Low;Low Failure;Low;Low;Very Low;Graduate
1043;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Low Failure;Superior;Medium;Very Low;Graduate
1044;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Low Failure;High;Low;Medium;Graduate
1045;Ciencias Exactas;No;Basic;No;Yes;No;Very Low;Failure;High;Low;Medium;Dropout
1046;Ciencias Sociales;Yes;Satisfactory;Yes;Yes;No;Low;Basic;Medium;Medium;Medium;Dropout
1047;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Satisfactory;Medium;Medium;Medium;Graduate
1048;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;Medium;Low;High;Graduate
1049;Ciencias de la Salud;Yes;Basic;No;Yes;No;Very Low;Satisfactory;High;Low;Medium;Graduate
1050;Diseno;Yes;Basic;Yes;Yes;Yes;Very Low;Failure;High;Low;Medium;Graduate
1051;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Satisfactory;High;Low;Medium;Graduate
1052;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Satisfactory;High;Low;Medium;Dropout
1053;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;High;Low;Medium;Graduate
1054;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Satisfactory;High;Low;Medium;Graduate
1055;Ciencias de la Salud;Yes;Basic;No;Yes;Yes;Very Low;Basic;High;Low;Medium;Graduate
1056;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Medium;Low;High;Dropout
1057;Ciencias de la Salud;Yes;Basic;No;Yes;No;Very Low;Satisfactory;Low;Medium;Medium;Graduate
1058;Diseno;Yes;Basic;Yes;No;No;Very Low;Low Failure;Low;Low;Very Low;Dropout
1059;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Basic;High;High;Low;Graduate
1060;Ciencias Sociales;Yes;Basic;No;No;No;Low;Basic;Low;Medium;High;Dropout
1061;Diseno;Yes;Basic;No;Yes;No;Very Low;Failure;Superior;Medium;Very Low;Dropout
1062;Ciencias Sociales;No;Basic;No;Yes;No;Low;Low Failure;Medium;Low;High;Graduate
1063;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Satisfactory;Low;Low;Very Low;Graduate
1064;Ciencias Sociales;Yes;Satisfactory;Yes;Yes;No;Low;Basic;Low;Low;Very Low;Enrolled
1065;Ciencias Sociales;No;Basic;Yes;No;No;Low;Basic;High;Low;Medium;Dropout
1066;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Low;Medium;Medium;Graduate
1067;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Basic;Superior;Medium;Very Low;Graduate
1068;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;High;Low;Medium;Graduate
1069;Diseno;Yes;Low Failure;Yes;Yes;No;Low;Basic;High;Low;Medium;Graduate
1070;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Satisfactory;Low;Low;Very Low;Graduate
1071;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;High;Low;Medium;Graduate
1072;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Basic;Low;Low;Very Low;Enrolled
1073;Ciencias de la Salud;Yes;Basic;No;Yes;No;Very Low;Basic;Low;Medium;Medium;Graduate
1074;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Basic;Low;Low;Very Low;Graduate
1075;Ciencias Sociales;Yes;Low Failure;Yes;Yes;No;Very Low;Basic;Medium;Low;High;Graduate
1076;Ciencias Sociales;Yes;Basic;No;No;No;Low;Low Failure;Superior;Medium;Very Low;Dropout
1077;Ciencias Sociales;Yes;Satisfactory;Yes;Yes;No;Low;Basic;Low;Medium;Medium;Dropout
1078;Diseno;Yes;Low Failure;Yes;Yes;No;Very Low;Failure;High;Low;Medium;Dropout
1079;Ciencias de la Salud;Yes;Low Failure;Yes;Yes;Yes;Low;Basic;High;Low;Medium;Graduate
1080;Diseno;Yes;Basic;No;Yes;Yes;Very Low;Basic;Medium;Low;High;Graduate
1081;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Low;Basic;High;Low;Medium;Graduate
1082;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Medium;High;Enrolled
1083;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Medium;Low;High;Graduate
1084;Diseno;Yes;Basic;Yes;Yes;Yes;Low;Basic;High;Low;Medium;Graduate
1085;Ciencias Agrarias;Yes;Basic;No;Yes;No;Very Low;Failure;Superior;Medium;Very Low;Dropout
1086;Diseno;Yes;Basic;No;Yes;Yes;Very Low;Basic;Low;Medium;High;Graduate
1087;Ciencias Sociales;Yes;Basic;No;Yes;No;Very Low;Low Failure;Superior;Low;Low;Graduate
1088;Ciencias Sociales;Yes;Low Failure;Yes;Yes;No;Low;Low Failure;High;Low;Medium;Enrolled
1089;Diseno;Yes;Basic;No;Yes;No;Very Low;Failure;Superior;Medium;Very Low;Enrolled
1090;Ciencias Agrarias;Yes;Basic;No;Yes;No;Very Low;Low Failure;Low;Medium;Medium;Graduate
1091;Ciencias Sociales;Yes;Basic;No;Yes;No;Very Low;Failure;Low;Medium;High;Dropout
1092;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Low Failure;Low;Medium;Medium;Graduate
1093;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Low Failure;Superior;Medium;Very Low;Dropout
1094;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;High;Low;Medium;Graduate
1095;Ciencias Sociales;Yes;Basic;Yes;No;No;Low;Basic;Superior;Medium;Very Low;Dropout
1096;Diseno;Yes;Low Failure;Yes;No;No;Very Low;Failure;Medium;Medium;Medium;Dropout
1097;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Low;Very Low;Graduate
1098;Ciencias Sociales;Yes;Basic;No;Yes;Yes;Very Low;Basic;Medium;Medium;Medium;Graduate
1099;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Satisfactory;Low;Low;Very Low;Graduate
1100;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Satisfactory;Low;Low;Very Low;Dropout
1101;Ciencias Agrarias;Yes;Basic;Yes;No;No;Very Low;Failure;Low;Low;Very Low;Dropout
1102;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Low Failure;Medium;Medium;Medium;Enrolled
1103;Ciencias Exactas;Yes;Basic;No;Yes;No;Medium Low;Low Failure;Low;Medium;Medium;Enrolled
1104;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Medium;Medium;Graduate
1105;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Failure;Medium;Medium;Medium;Dropout
1106;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Satisfactory;Low;Low;Very Low;Dropout
1107;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;Superior;Medium;Very Low;Graduate
1108;Ciencias Exactas;No;Low Failure;No;No;No;Low;Low Failure;Low;Medium;High;Dropout
1109;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Medium;Medium;Graduate
1110;Ciencias Agrarias;Yes;Basic;No;Yes;No;Very Low;Low Failure;High;Low;Medium;Graduate
1111;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;High;Low;Medium;Graduate
1112;Ciencias de la Salud;Yes;Low Failure;Yes;Yes;Yes;Low;Basic;Medium;Low;High;Enrolled
1113;Ciencias Exactas;No;Basic;No;Yes;No;Low;Low Failure;Superior;Medium;Very Low;Enrolled
1114;Ciencias de la Salud;Yes;Basic;No;Yes;Yes;Low;Basic;Superior;Medium;Very Low;Graduate
1115;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Low;Very Low;Graduate
1116;Diseno;Yes;Satisfactory;Yes;No;No;Very Low;Failure;Medium;Medium;Medium;Dropout
1117;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Basic;High;Low;Medium;Graduate
1118;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Low Failure;High;Low;Medium;Enrolled
1119;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Low;Medium;Medium;Graduate
1120;Ciencias Sociales;Yes;Satisfactory;Yes;Yes;No;Low;Satisfactory;Low;Low;Very Low;Enrolled
1121;Diseno;Yes;Low Failure;No;Yes;No;Very Low;Basic;Low;Medium;Medium;Graduate
1122;Ciencias de la Salud;Yes;Low Failure;Yes;Yes;No;Low;Satisfactory;Superior;Medium;Very Low;Graduate
1123;Ciencias Agrarias;Yes;Satisfactory;No;Yes;Yes;Low;Basic;Superior;Medium;Very Low;Graduate
1124;Ciencias Sociales;Yes;Basic;No;Yes;Yes;Very Low;Basic;Superior;Low;Low;Graduate
1125;Diseno;Yes;Basic;No;Yes;Yes;Very Low;Basic;Low;Low;Very Low;Graduate
1126;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Superior;Superior;Medium;Very Low;Graduate
1127;Ciencias Sociales;Yes;Basic;Yes;No;Yes;Low;Low Failure;Medium;Medium;Medium;Graduate
1128;Ciencias Exactas;Yes;Basic;No;Yes;Yes;Very Low;Basic;High;Low;Medium;Graduate
1129;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;High;High;Low;Graduate
1130;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;Low;Low;Very Low;Graduate
1131;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;High;High;Low;Graduate
1132;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Low;Low Failure;High;Low;Medium;Enrolled
1133;Ciencias de la Salud;Yes;Basic;No;Yes;Yes;Very Low;Satisfactory;High;Low;Medium;Graduate
1134;Ciencias Sociales;Yes;Basic;No;No;No;Very Low;Failure;Superior;Medium;Very Low;Dropout
1135;Diseno;Yes;Low Failure;No;No;No;Low;Low Failure;High;Low;Medium;Dropout
1136;Diseno;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Medium;Medium;Medium;Graduate
1137;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Low;Basic;Medium;Medium;Medium;Dropout
1138;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Medium;Medium;Medium;Graduate
1139;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Superior;Medium;Very Low;Graduate
1140;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Superior;Medium;Very Low;Graduate
1141;Ciencias Exactas;Yes;Basic;No;Yes;Yes;Very Low;Basic;High;High;Low;Enrolled
1142;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Satisfactory;Low;Medium;Medium;Dropout
1143;Ciencias Sociales;Yes;Basic;No;Yes;Yes;Very Low;Basic;High;High;Low;Graduate
1144;Ciencias Exactas;Yes;Basic;Yes;Yes;Yes;Low;Low Failure;Medium;Medium;Medium;Enrolled
1145;Ciencias Sociales;No;Low Failure;Yes;Yes;No;Very Low;Basic;Low;Medium;Medium;Graduate
1146;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Failure;Low;Medium;Medium;Enrolled
1147;Ciencias Exactas;No;Basic;No;Yes;No;Low;Low Failure;Low;Medium;High;Graduate
1148;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Low Failure;High;Low;Medium;Enrolled
1149;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Basic;High;High;Low;Graduate
1150;Diseno;Yes;Basic;No;Yes;Yes;Very Low;Low Failure;Low;Medium;High;Graduate
1151;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Failure;Superior;Medium;Very Low;Dropout
1152;Ciencias Exactas;Yes;Low Failure;Yes;Yes;No;Very Low;Low Failure;Medium;Medium;Medium;Enrolled
1153;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Superior;Low;Low;Enrolled
1154;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Medium;Medium;Medium;Graduate
1155;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Medium;High;Enrolled
1156;Ciencias Sociales;Yes;Basic;Yes;No;No;Low;Low Failure;Medium;Medium;Medium;Dropout
1157;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Low;Medium;High;Graduate
1158;Ciencias Sociales;Yes;Basic;No;Yes;Yes;Low;Low Failure;Superior;Medium;Very Low;Graduate
1159;Ciencias Exactas;Yes;Basic;Yes;Yes;Yes;Very Low;Satisfactory;Medium;Low;High;Graduate
1160;Ciencias Exactas;No;Basic;No;Yes;No;Low;Low Failure;Low;Medium;Medium;Graduate
1161;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Medium Low;Basic;High;Low;Medium;Enrolled
1162;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Satisfactory;Medium;Medium;Medium;Graduate
1163;Ciencias Sociales;No;Satisfactory;No;Yes;Yes;Low;Low Failure;Superior;Medium;Very Low;Graduate
1164;Ciencias de la Salud;Yes;Low Failure;No;No;No;Low;Basic;Superior;Low;Low;Dropout
1165;Ciencias Sociales;No;Basic;No;Yes;No;Low;Basic;High;Low;Medium;Graduate
1166;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Low Failure;High;High;Low;Dropout
1167;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Basic;Low;Medium;Medium;Graduate
1168;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Superior;Medium;Very Low;Dropout
1169;Diseno;Yes;Basic;No;Yes;No;Very Low;Low Failure;Low;Low;Very Low;Graduate
1170;Ciencias Exactas;Yes;Basic;No;Yes;No;Very Low;Low Failure;High;Low;Medium;Graduate
1171;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Satisfactory;Medium;Medium;Medium;Graduate
1172;Ciencias Exactas;Yes;Basic;No;Yes;No;Very Low;Failure;Medium;Medium;Medium;Dropout
1173;Ciencias Exactas;No;Basic;No;Yes;No;Very Low;Low Failure;High;Low;Medium;Enrolled
1174;Diseno;Yes;Basic;Yes;Yes;No;Low;Basic;High;High;Low;Graduate
1175;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Low Failure;Superior;Low;Low;Dropout
1176;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Low;Very Low;Graduate
1177;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Satisfactory;Superior;Low;Low;Graduate
1178;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Low Failure;Superior;Low;Low;Dropout
1179;Ciencias de la Salud;Yes;Basic;No;Yes;Yes;Low;Basic;High;High;Low;Graduate
1180;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Low Failure;Superior;Low;Low;Dropout
1181;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;High;High;Low;Graduate
1182;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;High;Low;Medium;Graduate
1183;Ciencias de la Salud;Yes;Basic;No;No;No;Low;Basic;Low;Medium;High;Dropout
1184;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Medium;Low;High;Enrolled
1185;Ciencias Sociales;Yes;Basic;No;Yes;Yes;Low;Low Failure;Superior;Low;Low;Graduate
1186;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;High;Low;Medium;Enrolled
1187;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Low;Failure;Low;Medium;Medium;Dropout
1188;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Low Failure;High;Low;Medium;Graduate
1189;Diseno;Yes;Basic;No;Yes;Yes;Low;Basic;Medium;Low;High;Graduate
1190;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Failure;Medium;Medium;Medium;Dropout
1191;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Medium;Medium;Medium;Graduate
1192;Diseno;Yes;Basic;Yes;Yes;Yes;Very Low;Failure;High;Low;Medium;Graduate
1193;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Basic;High;Low;Medium;Graduate
1194;Ciencias Agrarias;Yes;Basic;No;Yes;No;Medium Low;Satisfactory;Superior;Medium;Very Low;Graduate
1195;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Low Failure;High;Low;Medium;Enrolled
1196;Diseno;Yes;Basic;No;No;No;Very Low;Failure;Medium;Medium;Medium;Dropout
1197;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Basic;High;High;Low;Dropout
1198;Ciencias Sociales;Yes;Basic;No;No;No;Very Low;Satisfactory;Medium;Medium;Medium;Graduate
1199;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Very Low;Satisfactory;High;Low;Medium;Graduate
1200;Ciencias Agrarias;Yes;Satisfactory;No;Yes;No;Very Low;Satisfactory;Medium;Low;High;Graduate
1201;Ciencias Sociales;No;Basic;No;Yes;No;Low;Basic;Low;Low;Very Low;Graduate
1202;Ciencias Exactas;Yes;Basic;No;No;No;Low;Low Failure;Medium;Medium;Medium;Dropout
1203;Ciencias Sociales;Yes;Low Failure;Yes;Yes;Yes;Low;Low Failure;Low;Medium;High;Graduate
1204;Ciencias Sociales;Yes;Basic;Yes;No;No;Low;Basic;Low;Low;Very Low;Dropout
1205;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Low Failure;Medium;Medium;Medium;Graduate
1206;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Basic;Low;Medium;Medium;Graduate
1207;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Basic;Superior;Low;Low;Enrolled
1208;Ciencias Sociales;No;Basic;No;No;No;Low;Low Failure;High;High;Low;Dropout
1209;Ciencias Agrarias;Yes;Basic;No;No;No;Low;Basic;Low;Medium;High;Dropout
1210;Ciencias de la Salud;Yes;Basic;Yes;No;No;Very Low;Failure;Medium;Medium;Medium;Dropout
1211;Ciencias Sociales;Yes;Basic;No;Yes;Yes;Low;Low Failure;Superior;Medium;Very Low;Enrolled
1212;Ciencias de la Salud;Yes;Basic;No;Yes;Yes;Low;Basic;Low;Low;Very Low;Graduate
1213;Diseno;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Medium;Medium;Graduate
1214;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;High;Low;Medium;Enrolled
1215;Ciencias de la Salud;Yes;Satisfactory;No;Yes;Yes;Very Low;Superior;Superior;Low;Low;Graduate
1216;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Low Failure;Superior;Low;Low;Graduate
1217;Ciencias Sociales;No;Basic;Yes;Yes;No;Very Low;Basic;High;Low;Medium;Graduate
1218;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Medium;Medium;Medium;Graduate
1219;Ciencias Exactas;Yes;Basic;Yes;Yes;Yes;Low;Basic;High;Low;Medium;Graduate
